NoCreditHistory,AverageMInFile,ExternalRiskEstimate,NumTotalTrades,MSinceMostRecentDelq,Total_Debt_Burden,NumInqLast6M
0,113,63,5,38,79,0
0,15,64,12,55,80,0
0,29,70,31,55,104,1
0,92,63,23,24,173,4
0,51,79,29,0,123,5
0,99,65,25,0,97,0
0,77,67,50,5,92,0
0,75,79,29,55,94,2
1,0,0,0,0,0,0
0,69,74,30,55,79,2
0,63,55,13,11,181,1
0,106,80,30,2,102,3
0,79,84,29,81,3,0
0,63,61,27,14,132,3
0,19,65,0,55,41,3
0,153,89,28,55,58,2
0,78,72,16,55,74,0
0,78,68,9,9,43,0
0,103,91,26,55,62,1
0,84,83,13,55,18,0
0,13,65,7,55,142,2
0,75,73,46,55,127,2
0,98,90,18,55,9,0
0,69,55,55,2,41,5
0,119,89,33,55,57,2
0,69,85,31,55,91,2
0,112,86,21,55,126,3
0,10,74,24,55,2,3
0,61,58,29,5,113,2
0,50,56,14,3,135,4
0,33,66,24,55,155,2
0,92,78,20,55,133,4
0,86,78,54,55,125,4
0,63,63,3,55,154,0
0,39,72,18,55,73,2
0,84,69,22,36,75,6
0,65,62,20,22,140,5
0,101,65,8,55,92,2
0,81,65,19,29,60,1
0,123,75,13,24,31,0
0,65,87,15,55,15,1
0,97,80,14,55,57,1
0,40,67,11,55,86,1
0,54,74,25,55,21,1
0,78,55,31,1,91,0
0,107,54,13,2,73,0
0,79,82,18,55,38,0
0,57,85,8,55,73,1
0,81,90,10,55,0,1
0,134,86,17,55,108,0
0,75,63,21,0,89,1
1,0,0,0,0,0,0
0,101,48,8,3,149,2
0,156,80,10,14,0,0
0,120,76,27,55,125,0
1,0,0,0,0,0,0
0,120,85,21,55,14,1
0,23,60,9,6,19,0
0,88,58,26,3,93,0
0,39,75,19,55,89,4
0,41,73,23,55,67,0
0,127,78,29,77,141,0
0,84,69,15,3,22,1
0,108,70,34,0,50,1
0,112,60,22,7,94,2
0,120,86,35,19,7,0
0,95,61,21,11,62,1
0,68,81,10,55,73,0
0,83,83,16,55,13,0
0,131,63,23,55,146,1
0,65,64,31,55,77,1
0,43,72,13,55,84,3
0,73,68,31,25,108,4
0,69,82,22,55,0,2
0,150,91,17,55,7,0
0,74,75,25,55,183,1
0,42,66,15,55,35,3
0,53,71,33,55,130,6
0,31,57,12,5,87,1
0,72,81,18,62,94,2
0,68,66,18,33,5,2
0,73,82,10,55,26,1
0,60,75,13,24,0,6
0,37,68,30,55,63,3
0,140,87,13,55,15,0
0,111,93,35,55,90,0
0,101,88,21,55,0,0
0,133,91,13,55,4,0
0,125,71,16,2,57,0
0,80,87,25,55,44,1
1,0,0,0,0,0,0
0,168,69,15,7,55,0
0,75,57,21,6,129,1
0,120,85,36,55,21,1
0,53,65,17,18,155,1
0,91,84,0,55,59,1
0,81,78,26,55,106,3
0,60,65,36,55,107,2
0,79,72,37,13,87,2
0,65,78,28,0,76,1
0,63,75,13,16,43,1
0,78,74,33,55,66,0
0,63,64,23,38,170,2
0,25,59,14,55,95,7
0,91,84,22,55,155,2
0,66,75,40,26,101,1
0,59,60,26,57,88,2
0,102,86,19,64,0,5
0,33,84,13,55,106,0
0,90,88,19,55,62,0
0,91,64,60,7,107,2
0,62,71,27,1,14,3
0,67,54,11,3,90,4
0,97,65,47,1,63,9
0,24,55,7,1,13,0
0,78,69,35,70,127,4
0,68,84,16,55,2,0
0,51,66,26,9,99,4
0,79,85,21,55,8,2
1,0,0,0,0,0,0
0,20,74,9,55,99,1
0,81,77,22,53,114,1
0,86,56,18,10,191,2
0,77,82,24,39,83,1
1,0,0,0,0,0,0
0,65,55,54,1,139,2
0,118,63,0,55,65,1
0,113,86,0,55,114,3
0,64,56,17,3,84,2
0,57,83,14,0,84,0
0,99,83,18,55,37,1
0,138,73,41,5,62,3
0,74,84,21,55,33,1
0,103,66,11,10,59,1
0,71,68,23,22,96,0
0,81,89,15,55,6,0
0,62,72,15,11,85,2
0,93,75,32,14,63,1
0,84,65,32,1,97,0
0,88,58,30,15,142,1
0,64,84,16,55,91,0
0,83,85,22,55,88,0
0,102,79,14,79,20,0
0,58,85,7,55,108,2
0,71,75,12,18,100,1
0,105,89,64,55,0,0
0,141,91,22,55,2,0
0,101,69,23,55,67,4
0,80,75,17,0,24,0
0,97,77,30,40,36,0
0,105,79,47,55,22,1
0,73,74,40,5,103,1
0,102,82,15,55,63,2
0,55,87,13,55,108,0
0,37,63,19,55,110,2
0,84,74,28,5,95,0
0,115,66,17,36,27,1
1,0,0,0,0,0,0
0,73,69,29,16,60,1
0,130,71,27,3,68,0
0,77,69,21,55,56,2
0,99,80,25,55,128,1
0,87,52,37,5,92,3
0,63,78,40,32,77,0
0,80,74,46,56,117,1
0,83,70,17,48,161,0
0,51,70,27,12,43,1
0,63,66,10,42,151,0
1,0,0,0,0,0,0
0,54,82,18,55,9,0
0,56,76,29,55,68,6
0,48,56,5,8,0,0
0,151,79,17,55,50,1
0,74,78,35,4,61,0
0,106,81,18,79,2,4
0,106,78,34,55,56,1
0,94,66,8,0,24,0
0,70,64,18,69,89,4
0,169,76,19,55,91,0
0,167,75,10,28,65,1
0,54,62,36,55,112,1
0,57,72,36,34,66,3
0,69,55,22,4,158,2
0,96,72,30,55,130,1
0,157,84,27,55,3,0
0,94,71,10,55,57,0
0,88,73,14,28,28,0
0,84,60,44,11,95,4
1,0,0,0,0,0,0
0,58,66,20,2,75,0
0,92,79,20,55,136,0
0,30,59,11,7,146,1
0,95,70,15,13,0,0
0,95,61,25,55,109,1
0,30,69,17,55,132,1
0,90,77,9,55,65,2
0,97,72,11,55,59,2
0,75,58,34,14,137,0
0,52,79,25,55,88,2
1,0,0,0,0,0,0
0,145,90,8,55,28,0
0,78,52,22,3,127,0
0,53,56,7,4,0,0
0,9,74,3,55,91,3
1,0,0,0,0,0,0
0,117,68,23,5,113,1
0,9,61,9,55,141,3
0,70,77,36,55,118,1
0,103,82,26,28,97,1
0,65,74,65,55,92,0
0,67,75,13,55,95,2
0,83,71,20,16,115,0
0,51,76,0,55,61,0
0,13,67,5,55,140,1
0,59,56,40,13,51,0
0,51,67,31,56,152,5
0,76,59,30,6,142,2
0,75,83,26,55,95,0
0,124,87,25,55,9,0
0,121,65,5,16,85,0
0,63,56,14,1,46,1
0,77,89,25,55,63,4
0,32,77,4,55,25,2
0,40,67,15,55,134,1
0,49,58,41,55,153,7
1,0,0,0,0,0,0
0,58,70,53,55,137,0
0,84,76,21,0,38,0
0,38,67,12,55,132,3
0,112,66,43,4,145,0
0,138,60,1,4,153,1
0,135,91,5,55,3,0
0,70,72,34,55,114,2
1,0,0,0,0,0,0
0,83,72,27,55,124,2
0,78,87,11,55,4,0
0,87,59,36,6,35,1
0,42,82,8,55,87,0
0,64,61,8,79,162,4
0,106,84,4,44,5,2
0,99,93,19,55,1,0
0,68,85,47,55,88,0
0,140,72,49,4,4,1
0,52,75,7,55,42,0
0,64,66,23,4,14,1
0,134,78,10,16,39,1
0,58,56,21,11,47,0
0,79,78,16,55,118,2
0,84,76,21,55,111,1
0,76,70,16,55,142,0
0,67,74,19,9,93,2
0,94,81,23,55,35,1
0,101,86,29,16,51,0
0,107,82,40,55,75,0
0,61,80,18,39,0,1
0,80,59,6,0,142,0
0,154,87,14,55,10,0
0,131,86,15,55,10,0
0,90,73,9,29,52,0
0,83,77,23,50,66,2
0,87,84,20,55,108,3
0,44,85,4,55,100,1
0,80,61,59,3,110,2
0,92,75,6,55,100,3
0,90,64,17,57,66,1
0,66,64,42,24,112,2
0,78,74,27,76,128,1
0,98,69,37,55,178,0
0,91,85,35,55,82,2
0,129,89,17,55,9,1
0,45,62,29,55,142,5
0,78,84,30,55,0,1
0,89,88,11,55,5,1
1,0,0,0,0,0,0
0,135,68,25,25,132,0
0,69,71,31,6,105,2
0,47,65,20,55,42,1
0,86,73,20,55,121,0
0,71,82,28,55,116,0
0,68,75,26,55,96,1
0,121,65,7,39,198,1
0,65,75,46,44,106,0
0,129,86,14,55,93,0
0,121,69,39,64,111,4
0,43,73,14,55,94,2
0,184,89,15,55,0,0
0,182,69,11,38,96,0
0,104,87,16,55,5,0
0,69,56,7,1,182,0
0,119,55,22,3,111,1
0,53,81,16,55,19,1
0,106,90,33,55,89,0
0,82,56,26,4,145,0
0,148,86,25,65,14,0
0,80,64,18,55,92,2
0,109,91,36,55,3,0
0,41,61,19,13,92,1
0,46,60,12,40,37,1
0,77,90,16,55,0,1
0,67,59,29,18,91,2
0,93,73,57,52,100,4
0,56,77,24,12,33,0
0,101,85,5,55,73,0
0,111,69,14,0,51,1
0,92,64,33,3,86,0
0,73,84,27,38,0,0
0,87,76,21,55,125,0
0,93,75,28,1,9,1
0,10,73,2,55,12,6
0,62,64,16,44,185,3
0,146,66,12,62,101,3
0,65,75,34,66,7,1
0,121,85,46,55,103,0
0,98,88,38,55,36,2
0,56,61,12,0,67,0
0,106,83,13,53,48,0
0,81,74,10,55,143,3
0,35,62,22,0,100,4
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,107,75,29,18,117,0
0,93,82,39,55,87,0
0,69,87,11,55,102,3
0,33,64,14,55,64,1
0,122,73,21,3,1,3
0,39,72,14,18,99,2
0,65,61,13,36,88,4
0,21,68,3,55,0,0
0,84,64,60,23,35,0
0,69,80,41,71,69,1
0,102,74,27,50,3,2
0,152,88,16,55,95,0
0,110,81,27,53,36,0
0,57,72,24,55,109,0
0,70,75,32,55,101,0
0,66,77,19,48,69,0
0,60,78,15,55,139,0
0,86,78,27,55,41,5
0,35,69,24,55,43,4
0,98,83,14,55,27,0
0,80,86,20,55,12,0
0,29,50,15,1,167,1
1,0,0,0,0,0,0
0,83,86,21,55,2,0
0,108,78,11,54,78,0
0,107,69,8,49,0,0
0,69,68,40,55,66,0
0,32,78,5,55,62,4
0,107,68,7,55,139,1
0,87,79,24,21,6,2
1,0,0,0,0,0,0
0,99,87,12,55,52,0
0,37,71,13,55,72,1
0,45,80,6,55,90,9
0,67,67,23,5,88,0
0,49,64,16,25,150,1
0,81,88,33,55,114,1
0,40,63,22,0,139,2
0,97,87,20,55,42,0
0,183,88,15,55,12,0
0,91,57,16,2,120,0
0,80,68,34,26,31,8
0,55,63,46,55,58,4
0,92,62,18,5,76,0
0,72,84,17,55,77,0
0,61,74,47,60,101,2
0,98,65,55,11,77,0
0,57,58,21,6,151,0
0,81,51,28,1,145,2
1,0,0,0,0,0,0
0,164,80,22,55,130,1
0,65,81,10,67,1,0
0,100,54,18,1,171,0
0,72,83,34,55,2,2
0,58,61,12,18,133,2
0,64,74,18,55,6,4
0,212,91,12,55,4,0
1,0,0,0,0,0,0
0,23,60,16,55,122,1
0,185,89,15,55,103,0
0,77,81,37,55,13,4
0,75,73,8,32,0,0
0,49,73,22,57,89,2
0,92,63,15,16,72,1
0,37,78,12,55,57,0
0,104,91,16,55,0,0
0,66,77,32,31,108,3
0,111,68,49,55,139,1
0,83,84,22,55,6,1
0,74,71,0,47,81,0
0,127,91,18,55,5,0
0,36,67,9,7,81,1
0,70,78,20,14,68,0
0,54,81,16,55,26,0
0,125,89,15,55,102,0
0,79,80,28,15,7,1
0,70,68,45,69,157,3
0,58,82,21,55,82,2
0,76,76,22,38,5,0
0,107,70,14,3,71,0
1,0,0,0,0,0,0
0,186,89,16,55,0,0
0,123,73,7,12,92,0
0,92,65,10,4,14,0
0,113,89,18,55,3,1
0,100,85,25,55,67,0
0,111,89,19,55,55,0
0,127,68,28,20,76,0
0,83,67,28,74,72,0
0,92,59,33,44,53,4
0,74,71,35,1,118,2
1,0,0,0,0,0,0
0,66,79,14,30,10,0
0,175,83,27,44,22,0
0,44,63,17,58,69,4
0,108,52,18,1,200,3
0,89,69,22,55,122,0
0,84,59,32,26,130,4
0,150,92,30,55,1,0
0,63,56,35,5,138,8
0,63,69,25,20,122,0
0,113,55,23,4,56,1
0,65,71,24,55,14,5
1,0,0,0,0,0,0
0,46,72,40,53,20,0
0,89,79,12,55,117,0
1,0,0,0,0,0,0
0,100,86,29,0,0,0
0,70,83,8,55,129,0
0,106,86,21,55,52,0
0,91,76,45,55,128,0
0,113,71,32,55,23,1
0,68,65,29,29,102,1
0,66,64,23,6,79,0
0,149,77,42,9,109,0
0,69,62,21,24,84,0
0,107,70,24,55,132,2
0,63,75,34,80,16,5
0,90,73,24,55,127,1
0,71,87,22,55,60,0
0,73,70,13,15,125,3
0,47,63,15,55,64,2
0,97,56,30,2,81,2
0,128,59,31,3,101,1
0,85,63,15,0,165,0
0,59,75,23,21,86,1
0,32,69,18,55,138,0
0,41,62,9,55,164,0
0,68,79,17,17,55,0
0,83,89,21,55,0,0
0,22,61,9,55,101,2
0,27,51,9,3,165,4
0,40,61,23,1,50,1
0,99,50,26,1,109,1
0,116,89,47,55,8,0
0,73,54,38,0,197,13
0,105,71,62,55,110,1
0,95,61,39,55,146,4
0,95,88,27,55,0,1
0,97,56,11,1,111,5
0,79,84,30,26,99,0
0,41,63,31,53,157,3
0,34,71,12,55,53,4
0,116,77,21,0,34,1
0,142,83,37,55,80,1
0,96,68,33,55,157,3
0,83,83,23,55,13,2
0,77,75,3,55,43,1
0,97,80,37,55,118,0
0,80,63,23,1,15,0
0,102,73,57,55,30,4
0,45,81,0,55,105,1
0,130,70,9,17,5,0
0,90,63,19,36,129,2
0,51,63,13,1,45,3
0,38,71,13,24,143,1
0,38,68,12,21,57,1
0,100,59,23,53,128,5
0,62,58,25,1,48,1
0,137,76,21,45,14,3
0,55,72,22,65,115,5
0,64,73,18,19,120,2
0,45,56,24,3,13,0
0,57,79,33,55,72,1
0,111,73,17,62,105,1
0,111,66,28,55,74,3
0,81,62,25,16,165,2
0,122,70,20,80,176,0
0,40,58,41,55,137,4
0,257,89,3,55,0,0
0,85,87,6,55,14,0
0,122,87,14,55,3,0
0,59,77,8,55,69,0
0,50,59,16,1,167,1
0,41,66,22,55,154,2
1,0,0,0,0,0,0
0,86,60,26,3,82,1
0,67,56,22,6,162,1
0,53,60,23,2,124,1
0,75,66,18,64,69,1
1,0,0,0,0,0,0
0,80,78,38,32,88,2
0,57,56,21,5,143,0
0,78,59,17,13,187,1
0,40,57,18,0,157,2
0,84,77,20,55,108,4
0,92,71,20,42,152,0
0,97,82,18,28,97,0
0,115,84,14,69,97,1
0,103,78,42,55,105,0
0,88,74,64,55,87,0
1,0,0,0,0,0,0
0,82,58,3,0,4,0
0,41,63,18,55,158,3
0,135,73,13,19,105,1
0,71,70,43,33,123,0
0,33,59,15,1,105,1
0,166,73,19,30,82,0
0,31,76,3,55,48,0
0,22,77,24,55,117,2
0,50,62,14,10,54,0
0,48,72,22,31,123,1
0,79,81,21,55,72,0
0,82,86,22,55,1,2
0,80,76,49,55,22,2
0,83,87,12,55,0,1
0,76,86,24,55,105,0
0,93,74,18,74,65,1
0,72,88,13,55,84,0
0,137,83,28,55,4,2
0,48,70,12,55,168,1
0,36,60,7,11,177,0
0,74,78,43,23,29,3
0,51,66,30,14,131,0
0,100,76,22,44,102,0
0,54,66,16,19,53,3
0,40,62,18,15,142,2
0,38,66,16,29,123,0
0,120,76,19,40,65,3
0,97,65,26,18,60,3
0,105,81,25,55,140,2
0,28,64,4,55,0,0
0,109,56,28,4,179,1
0,73,81,13,55,46,0
0,72,87,19,55,25,0
1,0,0,0,0,0,0
0,87,80,13,55,53,0
0,52,65,14,4,98,1
0,56,88,13,55,16,0
0,47,59,28,55,184,6
0,115,87,12,55,92,0
0,70,62,15,19,0,3
0,153,86,17,50,23,0
0,86,88,24,55,102,1
0,105,63,20,3,84,0
0,34,69,9,55,116,0
0,60,83,24,55,123,1
0,55,80,26,55,35,0
0,46,68,14,55,54,0
0,83,72,15,57,138,3
0,81,69,15,13,44,1
0,116,57,21,20,12,0
0,41,81,12,55,6,2
0,40,56,27,1,100,1
0,116,61,41,2,98,6
0,44,67,20,8,36,0
0,18,68,2,55,0,0
0,17,64,14,55,167,0
0,120,90,15,55,5,1
0,104,84,33,55,84,3
0,34,75,18,55,110,2
0,88,65,8,5,62,0
0,64,74,23,55,114,1
0,99,89,18,55,54,0
0,88,65,47,2,25,3
0,186,71,22,55,3,0
0,60,54,11,5,172,0
0,79,75,21,22,7,1
0,46,70,23,55,177,2
0,94,79,24,55,130,0
0,76,70,14,55,149,0
0,46,87,26,55,4,0
0,76,72,36,55,64,1
0,85,73,27,16,49,1
0,69,71,8,55,153,2
0,74,62,28,4,147,4
0,16,74,6,55,122,2
0,123,83,7,55,7,2
0,100,84,41,55,4,0
0,84,76,62,55,107,6
0,122,76,18,55,113,2
0,82,88,11,55,33,1
0,88,81,28,55,41,2
0,72,55,30,2,64,0
0,103,57,14,1,43,6
0,73,83,34,0,94,1
0,66,80,7,55,74,0
0,53,61,16,3,162,1
0,41,76,3,55,0,0
0,58,76,35,55,109,1
0,54,64,27,20,136,2
0,102,85,21,55,0,0
0,67,63,21,16,9,1
0,67,56,26,0,93,0
0,100,73,25,37,82,0
0,61,65,1,13,71,1
0,97,75,30,1,40,1
0,78,72,34,4,90,7
0,27,61,18,21,110,2
0,75,86,19,55,11,1
0,51,59,0,10,151,3
0,12,58,18,2,29,0
0,49,55,20,1,42,2
0,85,64,18,4,52,0
0,74,66,29,8,77,0
0,64,40,17,2,197,8
0,29,67,12,30,30,1
0,64,77,24,22,54,0
1,0,0,0,0,0,0
0,97,68,39,64,132,0
0,53,60,58,55,154,1
0,173,78,14,72,71,0
0,80,66,24,43,61,0
0,87,89,10,55,9,0
0,75,73,25,55,157,0
0,74,78,8,55,46,1
0,64,73,25,55,156,3
0,70,64,20,12,159,1
0,62,71,18,37,14,5
0,75,68,11,55,49,1
0,42,76,14,55,133,0
0,133,65,34,4,113,0
0,89,82,0,55,27,1
0,94,83,19,55,109,0
0,25,65,8,55,134,12
0,78,63,42,63,168,5
0,49,66,10,50,141,0
0,49,76,30,55,101,4
0,54,54,17,2,135,0
0,95,86,19,55,9,1
0,62,84,21,55,92,2
0,42,75,15,55,116,2
0,80,62,31,12,71,0
0,67,77,36,55,124,1
0,118,71,12,55,1,1
0,76,63,17,3,58,0
0,67,87,22,55,95,0
0,89,69,14,55,77,1
1,0,0,0,0,0,0
0,69,77,18,7,95,0
0,78,74,20,55,154,0
0,84,80,23,0,41,0
0,100,84,29,32,9,0
0,17,56,18,55,144,3
0,39,71,32,11,80,0
0,273,93,4,55,1,0
0,134,66,14,72,143,0
0,68,87,31,55,98,3
0,82,69,15,24,51,0
0,32,80,39,55,94,29
0,83,87,22,55,0,0
0,42,58,42,55,162,5
0,60,55,13,1,13,0
0,69,89,12,55,57,0
0,113,82,30,55,6,2
0,112,71,29,16,122,0
0,93,71,51,55,73,0
0,81,82,22,55,10,0
0,55,66,33,13,146,1
0,116,90,16,55,1,2
1,0,0,0,0,0,0
0,92,78,20,6,2,2
0,36,81,35,55,0,0
0,100,73,40,62,145,1
0,93,88,19,55,0,0
0,102,76,40,25,71,1
0,79,89,28,55,95,0
0,66,68,40,19,61,2
0,90,80,21,69,0,0
0,105,90,18,55,1,0
0,65,80,29,55,29,0
0,93,66,24,6,26,2
0,109,79,14,55,84,0
0,73,59,54,8,73,6
0,108,60,23,3,144,2
0,153,82,36,55,18,0
1,0,0,0,0,0,0
0,68,70,17,18,85,0
0,112,86,23,52,41,0
0,93,80,9,37,110,0
0,86,67,15,40,121,0
0,89,84,18,48,8,1
1,0,0,0,0,0,0
0,92,90,14,55,58,0
0,60,75,29,55,135,0
0,62,60,28,3,117,0
0,212,89,8,55,3,0
0,81,84,14,55,70,1
0,117,59,67,6,92,0
0,92,81,32,55,105,0
0,86,56,32,1,118,0
0,79,69,30,9,98,4
0,132,91,12,55,1,0
0,57,63,59,55,154,7
0,74,47,27,2,146,1
0,63,81,3,55,86,1
0,82,80,15,17,60,0
0,83,72,37,55,79,3
0,46,56,2,2,0,6
0,73,86,25,55,3,1
0,70,64,8,31,95,8
0,83,88,25,55,107,0
0,100,85,15,55,104,2
0,91,68,34,55,146,0
0,67,66,23,55,151,1
0,82,70,20,55,136,3
0,44,64,18,11,106,0
0,101,88,69,55,17,0
0,80,81,23,55,24,0
0,39,70,6,55,96,0
0,50,76,14,55,93,2
0,48,72,20,60,141,0
0,31,65,15,55,149,6
0,18,71,9,55,106,3
0,69,83,8,55,93,1
0,94,85,42,55,4,0
0,85,88,38,51,0,1
1,0,0,0,0,0,0
0,87,79,34,18,32,0
0,79,65,23,9,114,0
0,61,80,49,55,9,1
0,63,73,14,18,24,2
0,93,70,8,18,70,0
0,120,92,17,55,11,1
0,48,62,44,55,139,10
0,48,76,20,55,112,0
0,56,64,0,12,152,0
0,181,86,18,55,14,0
0,72,68,20,55,90,0
0,127,88,35,55,5,2
0,98,87,39,55,6,0
0,73,63,36,55,75,1
0,14,57,11,55,162,0
0,111,90,5,55,0,3
0,10,65,7,55,25,1
0,85,82,34,55,2,1
1,0,0,0,0,0,0
0,87,82,22,55,54,2
1,0,0,0,0,0,0
0,31,76,7,55,95,0
0,132,84,11,30,11,1
0,75,75,55,29,62,5
0,122,87,26,55,87,1
0,65,65,18,8,22,5
0,61,89,10,55,66,1
0,77,66,26,55,194,3
0,71,79,9,55,75,3
0,7,79,5,55,8,2
0,65,55,59,2,135,12
0,83,58,23,6,100,0
0,90,86,26,59,86,0
0,55,80,19,81,87,3
0,96,71,25,55,95,2
0,5,64,3,55,60,0
0,77,79,39,67,20,2
0,79,83,40,55,78,0
0,108,79,45,55,25,7
0,98,83,25,34,89,1
0,60,86,2,55,0,0
0,125,92,19,55,83,1
0,89,84,17,55,6,3
0,75,72,10,44,0,0
0,42,64,10,55,84,2
1,0,0,0,0,0,0
0,65,66,23,31,162,0
0,59,73,41,55,127,4
0,52,69,31,55,149,2
0,101,75,12,28,111,1
0,46,66,11,19,146,3
0,56,59,42,55,48,0
0,77,86,26,47,3,2
0,100,78,26,13,0,2
0,63,68,23,2,49,1
0,64,65,45,11,78,4
0,47,67,39,55,126,8
0,36,71,12,66,18,0
0,67,63,29,2,132,0
0,113,66,3,55,91,0
1,0,0,0,0,0,0
0,110,65,27,0,118,2
0,89,75,17,55,140,0
0,45,61,49,55,32,2
0,33,69,9,28,50,1
1,0,0,0,0,0,0
0,85,70,31,55,65,1
0,72,85,8,55,79,0
0,154,84,15,55,13,0
0,116,60,11,6,83,1
0,80,76,36,30,68,4
0,79,83,25,55,15,1
1,0,0,0,0,0,0
0,61,57,32,1,93,0
0,110,68,48,13,141,1
0,30,56,2,5,155,2
1,0,0,0,0,0,0
0,114,75,28,42,33,1
0,28,78,16,55,57,1
0,110,88,17,55,6,1
1,0,0,0,0,0,0
0,62,74,22,20,111,8
0,49,80,13,67,74,2
0,62,59,20,50,69,0
0,70,64,22,8,145,1
0,115,60,19,5,11,4
0,143,56,15,2,36,1
1,0,0,0,0,0,0
0,77,56,9,3,42,2
0,45,71,0,54,35,2
0,53,62,10,5,0,1
0,156,66,46,22,97,1
0,83,75,28,2,96,2
0,66,70,24,11,25,0
0,34,58,12,50,148,1
0,97,57,64,5,36,7
0,38,62,22,55,65,3
0,87,61,15,5,59,0
0,95,78,16,55,141,2
0,82,73,29,13,28,1
0,75,70,20,55,170,0
0,103,87,23,55,86,2
0,103,61,20,37,144,0
0,74,75,43,13,95,4
0,64,65,32,57,153,0
0,25,68,21,55,66,4
0,22,74,8,55,134,1
1,0,0,0,0,0,0
0,94,77,15,32,0,0
0,73,66,24,15,47,3
0,57,61,24,46,159,0
0,87,65,24,8,65,2
0,87,80,34,55,8,0
0,50,59,27,76,151,2
0,82,78,16,55,125,0
0,95,68,16,58,111,0
0,77,72,22,5,105,0
0,61,72,13,55,51,3
0,83,66,13,3,23,0
0,119,85,15,41,5,0
0,86,75,25,55,46,0
0,47,68,36,55,160,1
0,37,61,13,10,67,0
0,111,80,12,0,13,1
0,71,81,25,55,100,2
0,104,76,24,55,67,1
0,94,79,53,55,80,0
0,141,60,13,3,28,1
0,52,69,29,54,35,5
0,66,66,8,45,133,4
1,0,0,0,0,0,0
0,35,82,6,55,89,0
0,103,70,48,27,68,2
0,59,83,14,55,82,2
1,0,0,0,0,0,0
0,54,55,41,6,148,0
0,20,66,10,25,122,6
0,29,67,22,39,109,3
0,171,86,9,55,47,0
0,90,66,48,55,150,2
0,89,61,30,34,89,1
1,0,0,0,0,0,0
0,53,70,16,0,86,1
0,131,85,33,55,12,1
0,95,66,17,0,30,5
0,73,77,24,55,44,5
0,41,61,8,58,185,2
0,97,79,28,55,119,0
1,0,0,0,0,0,0
0,88,80,32,55,103,0
0,115,82,32,55,69,1
0,73,86,14,55,18,0
0,85,74,45,8,83,2
0,20,63,12,55,131,0
0,114,84,30,55,91,0
0,49,80,21,55,53,3
0,80,66,33,2,43,0
0,108,79,22,55,18,2
0,40,61,11,55,185,2
0,93,75,17,55,43,2
0,51,44,45,1,160,2
0,50,84,22,55,36,0
0,71,56,9,34,0,3
0,49,64,19,13,95,6
0,146,84,9,55,17,3
0,170,91,9,55,1,1
0,40,66,9,55,135,3
1,0,0,0,0,0,0
0,157,84,17,79,0,0
0,89,70,24,58,121,0
0,52,54,19,4,68,1
0,61,68,18,14,85,1
0,81,76,36,72,89,0
0,136,60,17,4,105,3
0,54,76,14,55,97,0
0,69,62,33,55,183,1
0,121,66,29,21,82,5
0,40,82,10,55,98,1
0,130,64,23,0,126,0
0,106,84,25,33,77,0
0,15,68,13,55,86,6
0,96,87,33,55,9,4
0,62,58,13,33,124,1
1,0,0,0,0,0,0
0,79,86,14,55,15,0
0,103,66,48,1,62,2
0,46,57,9,42,102,1
0,106,68,14,22,89,2
0,14,64,6,3,63,1
0,86,61,42,1,140,3
0,50,76,15,55,102,0
0,45,62,30,31,130,11
0,99,90,15,55,94,0
0,103,85,18,55,18,0
0,41,75,1,55,0,1
0,71,68,48,21,30,0
0,25,66,14,55,175,2
0,95,84,48,55,21,2
0,122,92,20,55,1,1
0,40,63,7,29,77,0
0,74,56,32,2,110,1
0,108,88,38,55,47,1
0,71,69,10,38,39,3
0,74,77,27,55,95,0
0,33,59,19,55,167,3
0,69,70,24,0,96,1
0,42,63,3,55,81,2
1,0,0,0,0,0,0
0,36,64,15,18,128,1
0,51,65,10,51,136,2
0,63,81,29,55,17,1
0,64,77,23,24,112,1
0,21,79,7,55,83,2
0,43,78,18,55,65,2
1,0,0,0,0,0,0
0,155,89,10,55,6,0
0,52,83,13,55,18,1
0,121,86,16,55,82,0
0,36,65,5,55,99,0
0,57,88,14,55,14,2
0,62,58,15,4,120,1
0,51,71,21,16,122,4
0,62,62,21,5,92,0
0,122,73,31,34,109,3
0,84,83,22,55,78,0
0,113,66,33,51,102,0
0,65,71,30,5,99,0
0,45,64,40,16,101,0
0,137,61,17,8,85,0
0,103,61,4,35,0,2
0,68,71,62,8,7,6
0,92,90,13,55,55,2
0,67,62,38,7,19,0
0,69,60,22,2,104,0
0,63,71,29,50,102,0
0,75,89,12,55,4,0
0,41,73,21,55,97,3
0,65,80,19,55,91,1
0,18,64,6,12,107,4
0,65,59,31,10,71,6
0,80,67,17,2,79,1
0,132,65,15,10,133,9
0,76,72,12,55,20,2
0,58,75,11,66,15,3
0,64,75,27,55,133,2
0,35,66,16,26,112,4
0,32,61,31,55,170,5
0,60,72,34,36,94,0
0,79,76,20,11,67,3
0,81,73,59,70,132,1
0,62,71,20,69,108,0
0,89,54,14,22,88,1
1,0,0,0,0,0,0
0,28,76,10,55,2,4
0,17,67,7,55,36,4
0,69,69,28,26,110,1
0,74,78,44,55,115,0
0,54,72,27,65,56,2
0,59,79,25,55,60,0
0,139,87,20,13,3,2
0,39,74,4,55,139,0
0,102,66,17,17,71,0
0,34,70,8,55,57,2
0,82,71,24,53,130,0
0,96,65,46,26,144,1
0,44,67,16,45,121,0
